29,5.0,"Vamos considerar os quatro grandes periodos da Filosofia como um acompanhamento cronologico da historia da humanidade, onde as ideias, os pensamentos, foram sendo lapidados por meio de pontos de vistas diversos, controversias e questoes pertinentes que, de certa forma, vao compor a Filosofia em sua mais solida definicao como instrumento cientifico para tentar se compreender a sociedade por meio do questionamento e do saber o por que das coisas. Dentre os grandes periodos da Filosofia, diversos pensadores se destacaram e marcaram epoca, suas ideias se difundiram e foram capazes de mudar o futuro da humanidade e neste contexto podemos explicitar inumeras visoes que perfaziam os quatro grandes periodos, mas a principal diferenca entre elas esta exatamente entre a RAZ O E A F , onde ciencia e religiao buscam a todo vapor a verdade para se explicar a realidade dos fatos e o real sentido da existencia do mundo e da humanidade. Para muitos filosofos ciencia e religiao nao conseguem se fundir, pois as opinioes se divergem onde a ciencia procura provar atraves do obvio e/ou do estudo cientificamente comprovado a existencia de tudo. Ja a religiao defende o sobrenatural, sustentando ""  se na fe, onde a existencia de Deus e a explicacao unica e inquestionavel para a existencia do universo. Assim e notorio ate nos dias atuais a colisao de visoes que se divergem a respeito do que estamos tratando.facil entender que tanto a ciencia como a religiao, sao de grande importancia para a sociedade do ponto de vista da Antropologia, de alguma forma se encaixam dentre as mais diversas ideias sistematizadas para o "" fazer filosofia"" deixando o livre arbitrio para o senso comum e o senso critico, para o religioso e o profano, para a verdadeira construcao de uma sociedade que ainda continua procurando saber a verdade de onde viemos, quem somos e pra onde vamos "
30,4.0,"A principal diferenca entre os grandes quatro periodos e que cada periodo tinha uma visao do  mundo e buscava estudar cada um em seu tempo, tendo como foco o que mais lhes instigavam em determinado periodo exemplos: A Filosofia antiga tinha como sua principal preocupacao a origem do mundo e as causas das transformacoes da natureza, a Filosofia Medieval tinha como principal caracteristica o pensamento, a Filosofia Moderna tinha como  objetivo associar as mudancas e enfase nos seguintes valores: antropocentrismo, racionalismo e o individualismo e por fim, a Filosofia Contemporanea que tem seu conhecimento ampliado e faz surgir dai um novo objeto de estudo o proprio homem "
31,5.0,"A Filosofia Antiga e fisio centrica, ou seja, tinha foco na natureza, valorizava extremamente a natureza, os seres humanos eram seres da natureza, o trabalho era exclusivamente dos escravos. O foco era a contemplacao da natureza e ela era o grande bem do mundo.  A Filosofia Medieval e teocentrica, ou seja, o foco volta-se para Deus, onde Deus e o centro de tudo. Agora, nesta Filosofia, os seres humanos sao seres de Deus. Tudo era em torno de Deus, das gracas divinas. E para os religiosos, houve o pecado inicial, entao o trabalho era considerado um castigo.  A Filosofia Moderna e antropocentrica, e seu foco de atuacao e o homem. Os seres humanos sao senhores de si. Diferente da filosofia medieval, o trabalho, agora, e algo que dignifica o ser humano. A Filosofia Contemporanea tem bases na filosofia de Socrates e Platao. O primeiro estava sempre em constante busca da sabedoria, de um modo de viver. Ele expressou a frase "" so sei que nada sei"", pois o ser humano, apesar de estar constantemente em busca de conhecimento e informacao, vai ignorar algum conhecimento, alguma informacao, e por conta disso, o ser humano nao sera capaz de atingir o grau que dira que tudo sabe. O segundo diz que existe o encontro da sabedoria, a verdade. Ele expressa a fase "" vencer a si proprio e a maior de todas as vitorias"", diz que temos todos os conhecimentos necessarios, so precisamos despertar esse conhecimento dentro de nos mesmos.   "
32,2.0,"A filosofia passa a fazer parte da vida do ser humanos em todos os aspectos culturais,religioso, politico e etc. "
33,4.0,"Na filosofia antiga, deixa-se de acreditar em solucoes mais coletivas para a vida humana e se comeca a introduzir uma saida individual, consolidando-se uma nova etica e uma politica que deixa de ser vista como boa. Na filosofia medieval, foram admitidas tanto uma visao oriental quanto uma ocidental, depois se tornou vitoriosa a leitura ocidental desta religiao. Na filosofia moderna, passa a predominar uma visao naturalista, o homem passa a ser visto como parte da natureza. Na filosofia contemporanea, periodo em que ja nao se dispoe de chao firme e igual pra todos. Para uns mais pessimistas a modernidade acabou- e por isso falam de pos- modernidade. "
34,5.0,"A principal diferenca e que em cada periodo o ser humano pensava de uma forma diferente, tinha uma ideia basica diferente. Na Filosofia Antiga: Physis - Razao da natureza. Agir e contemplacao. Na Filosofia Media: Razao de Deus. Agir e contemplacao. Na Filosofia Moderna: Razao do homem. Natureza a dominar. Agir e a fabricacao. Prevalecem os resultados. Na Filosofia contemporanea: o periodo contemporaneo e um periodo indefinido, sabe-se que "" o velho morreu e o novo ainda nao consegue nascer"". (Gramsci)"
35,4.0,"""A Filosofia Antiga tinha foco a contemplacao da natureza, os seres humanos eram seres da natureza; esse periodo ficou conhecido como fisio centrico a natureza como o centro o grande bem do mundo. Na Filosofia Medieval o foco ja estava em Deus, os seres humanos eram seres de Deus e estavam voltados para Deus; esse periodo ficou conhecido como periodo Teocentrico. Deus era o centro de tudo. Na Filosofia Moderna o foco estava no homem onde os seres humanos eram senhores de si, esse periodo assim chamado de Antropocentrismos onde o homem era o centro de tudo. Ja na filosofia contemporanea existem varias vozes da razao, ou seja, deixou de se acreditar que existia um so fundamento para a razao de tudo e passou se a acreditar em varias maneiras de pensar a realidade e o mundo, o conhecimento acaba virando a teoria do conhecimento, onde a cada busca pelo conhecimento gera a nova concepcao do homem; conforme Jean Paul Sartre o homem nada mais e do que aquilo que ele faz de si mesmo."""
36,5.0,"""De acordo com a periodizacao mais aceita pelos historiadores a Filosofia e dividida em quatro grandes periodos, estes diferem se uns dos outros, cada qual trazendo sua propria sendo, para uma melhor exatidao sera esmiucado seguidamente as diferencas entre os periodos. FILOSOFIA ANTIGA: Foi sobretudo nesse periodo que houve predominancia do pensamento racional em detrimento do pensamento mistico. Ou seja, se a priori os povos se contentavam com explicacoes mitologicas, a partir do surgimento da filosofia, buscou-se compreender o cosmo mundo e tudo intrinseco nele por uma atividade racional. Tal periodo configura-se como fisio centrico, pois esta filosofia valorizava extremamente a natureza e na crenca de que os seres humanos sao filhos da natureza. FILOSOFIA MEDIEVAL: Esse periodo foi marcado pelo Teocentrismo, as verdades sobre o mundo e sobre todas as coisas deviam ser buscadas nas palavras de Deus. Ou seja, Deus era o centro do universo, tal pensamento foi principalmente influenciado pela Igreja Catolica Romana que se teve seu apogeu nessa epoca Idade Media. FILOSOFIA MODERNA: Esse periodo e marcado pelo Antropocentrismo, ou seja, o ser humano passa a figurar como artifice de seu destino, atraves do conhecimento ciencia, da politica, das tecnicas e das artes. A natureza, por exemplo, deixa de ser contemplativa, e precisa ser posta gradualmente a servico do homem. FILOSOFIA CONTEMPOR NEA:   datada do final do seculo. XIX ate os dias atuais. Configura se como uma visao critica frente a moral, a religiao e a ciencia. Ou seja, os filosofos pos modernos procuraram contestar sobre o modo que a sociedade ocidental se estruturou, pois a crenca na razao para livrar o povo de uma ruina nao aconteceu. Em contrapartida, se vislumbra uma sociedade marcada por contradicoes e impasses de varias Ordens."""
37,3.0,"""A filosofia antiga foi marcada pela devocao a natureza, os seres humanos faziam parte da natureza e cultuavam os fenomenos naturais muitas vezes personificados em Deuses, o que tambem explicava os questionamentos da epoca, enquanto que a filosofia Medieval tinha Deus como o centro da razao, os pergaminhos biblicos e a Igreja Catolica eram detentores de todas as leis e inquisicoes, alem de ter sido marcada por um periodo de retardo cientifico e social, com muitas atrocidades e barbaries humanas, era a prevalencia do teocentrismo. Ja o periodo da filosofia Moderna o antropocentrismo brota com a renascenca e o homem e o senhor da razao e dono das verdades, principalmente porque com o avanco das ciencias e suas metodologias, sao colocados sempre em questao novas teorias, contanto que sejam provadas e nao derrubadas, periodo marcado pelo boom populacional, revolucoes e inovacoes cientificas novas modernizacao e globalizacao considerado o pos modernismo."""
38,5.0,"""A principal diferenca e o objeto de estudo, a maneira como os filosofos procuram as explicacoes para os fenomenos, de acordo com o contexto historico em que estao inseridos. Assim, a Filosofia Antiga foi marcada por uma visao fisio centrica, buscando conhecer e contemplar a verdade, o principio das coisas; a Filosofia Medieval caracterizou se por uma estreita relacao entre filosofia e religiao, visao teocentrica; a Filosofia Moderna abrange uma visao antropocentrica o ser humano passa a figurar como artifice do seu destino; por fim, a Filosofia Contemporanea busca romper com a Filosofia Moderna e buscar novas alternativas, alem de criticar a civilizacao ocidental e desejando encontrar caminhos para um mundo sem Deus, rejeitando a crenca nos valores absolutos."""
39,4.0,"""A filosofia antiga e baseada na visao fisio centrica, especificamente na fase pre-socratica, quando busca o entendimento do principio das coisas, como a origem do mundo e as causas das transformacoes da natureza. Sempre fundamentada em argumentos logicos. A filosofia medieval sofreu grande influencia da Igreja Catolica, em consequencia disso predominou em seus estudos os temas religiosos. Entre eles a relacao entre razao e fe e a natureza de Deus, seguindo o teocentrismo. Na filosofia moderna esta presente o antropocentrismo, com uma grande valorizacao da razao humana no conhecimento e transformacao da realidade. Ja a contemporanea baseia-se em varios conceitos elaborados a partir do seculo XIX, como a filosofia de Hegel que relaciona se com as ideias de totalidade e processo e a de Conte que defende que a razao e o saber cientifico caminham em direcao ao desenvolvimento humano."""
40,4.0,"""A principal diferenca entre as visoes e a abordagem quanto a racionalidade conforme segue abaixo: Antiga: Faz o reconhecimento racional de tudo, desprendendo-se do objeto em estudo mas procurando responder ao porque de sua existencia Medieval: Ha o contraponto entre fe e razao, periodo em que as perguntas e respostas estao sob forte influencia teologica. Moderna: Periodo das causas e efeitos, momento das experiencias para dominio da natureza Contemporanea: Materialismo e individualismo, qual seja o mais importante para o momento, os pensadores buscam a afirmacao do individuo como responsavel e beneficiario de seu proprio saber, ferramenta capaz de mudar a historia e a sociedade."
